x,y
-96.430359,51.180675
-96.407699,51.193586
-96.38916,51.209505
-96.363754,51.215957
-96.352081,51.231868
-96.336975,51.245625
-96.343841,51.259807
-96.371307,51.261955
-96.405639,51.260666
-96.445465,51.249493
-96.492843,51.232728
-96.527176,51.221118
-96.547088,51.214667
-96.571121,51.196168
-96.59378,51.170343
-96.58966,51.15398
-96.557388,51.156564
-96.531982,51.165607
-96.483917,51.171204
-96.450958,51.17637
-96.432419,51.179814
