x,y
-97.282234,52.280946
-97.30043,52.287667
-97.285324,52.309923
-97.253738,52.333635
-97.258545,52.349157
-97.249962,52.359223
-97.274338,52.369495
-97.293564,52.356916
-97.326866,52.337202
-97.358108,52.318528
-97.367721,52.300896
-97.367035,52.268342
-97.31691,52.26477
-97.290817,52.272544
