Long,Lat,Depth
-97.050176,52.42602,0
-97.075582,52.430835,0
-97.098585,52.425602,0
-97.105794,52.431254,0
-97.098585,52.446742,0
-97.092705,52.462599,0
-97.100258,52.478075,0
-97.116737,52.483093,0
-97.12841,52.503997,0
-97.167206,52.541389,0
-97.159325,52.561906,0
-97.167908,52.587569,0
-97.181641,52.593409,0
-97.196061,52.607797,0
-97.220648,52.629756,0
-97.219275,52.676409,0
-97.237128,52.699717,0
-97.2797,52.721349,0
-97.309912,52.742139,0
-97.341498,52.757101,0
-97.342871,52.788672,0
-97.366217,52.82222,0
-97.411536,52.855402,0
-97.395056,52.883587,0
-97.399176,52.912582,0
-97.456854,52.940729,0
-97.459601,52.967204,0
-97.411536,52.96555,0
-97.385443,52.99697,0
-97.408789,53.03167,0
-97.439001,53.096039,0
-97.422522,53.111704,0
-97.452734,53.126539,0
-97.467841,53.142193,0
-97.42878,53.164157,0
-97.468605,53.187204,0
-97.500191,53.213528,0
-97.54139,53.239014,0
-97.581215,53.269413,0
-97.596321,53.307176,0
-97.577095,53.329326,0
-97.596321,53.367856,0
-97.647133,53.384241,0
-97.678719,53.409625,0
-97.680092,53.438266,0
-97.670479,53.45626,0
-97.686959,53.476698,0
-97.708931,53.49059,0
-97.724037,53.52979,0
-97.780342,53.567322,0
-97.84214,53.618672,0
-97.803688,53.655312,0
-97.820168,53.698425,0
-97.887459,53.687041,0
-97.972603,53.685414,0
-98.026161,53.687041,0
-98.039894,53.720371,0
-98.094826,53.756923,0
-98.157539,53.789548,0
-98.226203,53.81469,0
-98.298988,53.839007,0
-98.400611,53.85278,0
-98.502235,53.85278,0
-98.583259,53.846299,0
-98.661536,53.837386,0
-98.731574,53.826039,0
-98.826293,53.804982,0
-98.883971,53.784703,0
-98.93341,53.759543,0
-98.954009,53.74249,0
-98.986968,53.713241,0
-98.991088,53.675838,0
-99.037979,53.648035,0
-99.036606,53.623607,0
-99.070938,53.594276,0
-99.028366,53.582048,0
-99.069565,53.559214,0
-99.064072,53.517592,0
-99.076432,53.49554,0
-99.091538,53.483284,0
-99.080551,53.466119,0
-99.092911,53.444859,0
-99.103897,53.418677,0
-99.132737,53.40558,0
-99.156082,53.390841,0
-99.187668,53.392479,0
-99.194535,53.380193,0
-99.194535,53.353972,0
-99.224747,53.332655,0
-99.201401,53.311327,0
-99.217881,53.289168,0
-99.227494,53.261248,0
-99.245346,53.239885,0
-99.268692,53.207331,0
-99.25084,53.185941,0
-99.204148,53.172773,0
-99.167069,53.153836,0
-99.153336,53.124179,0
-99.109391,53.121707,0
-99.076432,53.099449,0
-99.064072,53.07718,0
-99.058579,53.044994,0
-98.998154,53.03426,0
-98.952835,53.044994,0
-98.903397,53.052424,0
-98.866318,53.029304,0
-98.827866,53.03426,0
-98.810013,53.068105,0
-98.749588,53.059027,0
-98.672684,53.060677,0
-98.612259,53.057376,0
-98.550461,53.051598,0
-98.494156,53.059027,0
-98.419999,53.040866,0
-98.424118,53.032608,0
-98.476303,53.006999,0
-98.517502,52.991296,0
-98.577927,52.983856,0
-98.639725,52.970625,0
-98.705643,52.964008,0
-98.773828,52.959077,0
-98.801294,52.942529,0
-98.858972,52.939218,0
-98.91253,52.919351,0
-98.927636,52.887046,0
-98.900171,52.858034,0
-98.878198,52.825684,0
-98.82464,52.796632,0
-98.831506,52.758418,0
-98.828759,52.731816,0
-98.80816,52.703532,0
-98.759141,52.673689,0
-98.738542,52.668692,0
-98.719316,52.643701,0
-98.684984,52.627033,0
-98.627305,52.606188,0
-98.620439,52.57532,0
-98.594346,52.558625,0
-98.560014,52.54944,0
-98.538041,52.525217,0
-98.507829,52.516861,0
-98.488603,52.500144,0
-98.455644,52.489274,0
-98.47075,52.473383,0
-98.457017,52.44577,0
-98.468004,52.424002,0
-98.457017,52.401385,0
-98.446031,52.381271,0
-98.424058,52.357793,0
-98.389726,52.338499,0
-98.23845,52.302426,0
-98.191758,52.275545,0
-98.183519,52.253693,0
-98.15056,52.228465,0
-98.141433,52.208448,0
-98.141433,52.171405,0
-98.138686,52.129273,0
-98.090621,52.111566,0
-98.050796,52.077818,0
-98.056289,52.038132,0
-98.052169,51.988263,0
-98.057662,51.951037,0
-97.935439,51.921403,0
-97.923454,51.899657,0
-97.839683,51.881011,0
-97.82183,51.929305,0
-97.791618,51.969088,0
-97.755912,52.029963,0
-97.732566,52.069657,0
-97.751792,52.086537,0
-97.790245,52.089069,0
-97.783378,52.130396,0
-97.750419,52.12618,0
-97.739433,52.142196,0
-97.710594,52.159891,0
-97.700981,52.129552,0
-97.698234,52.10088,0
-97.643302,52.103411,0
-97.599357,52.121121,0
-97.588371,52.142196,0
-97.526573,52.136296,0
-97.501853,52.125337,0
-97.515586,52.098349,0
-97.536186,52.077254,0
-97.534812,52.046014,0
-97.573265,52.016443,0
-97.614463,52.017288,0
-97.630943,51.982623,0
-97.591117,51.974164,0
-97.597984,51.912366,0
-97.548545,51.912366,0
-97.541679,51.964858,0
-97.5046,52.002073,0
-97.455162,52.028274,0
-97.365898,52.046014,0
-97.343925,52.012217,0
-97.331565,51.97501,0
-97.302726,51.92253,0
-97.271512,51.892548,0
-97.252286,51.851,0
-97.2413,51.817905,0
-97.238553,51.77374,0
-97.270139,51.724427,0
-97.277006,51.681022,0
-97.300352,51.644393,0
-97.303098,51.587261,0
-97.287365,51.528405,0
-97.301098,51.482246,0
-97.292858,51.435185,0
-97.233807,51.436897,0
-97.174755,51.476259,0
-97.129437,51.500203,0
-97.133557,51.533531,0
-97.152783,51.586465,0
-97.11845,51.61973,0
-97.12257,51.660639,0
-97.056652,51.666601,0
-96.983868,51.687039,0
-96.92207,51.713424,0
-96.863018,51.738944,0
-96.838299,51.737243,0
-96.845166,51.70917,0
-96.835552,51.698106,0
-96.846539,51.672563,0
-96.812207,51.673415,0
-96.784741,51.668305,0
-96.808087,51.629961,0
-96.777874,51.618877,0
-96.823193,51.609497,0
-96.825939,51.589024,0
-96.791607,51.583905,0
-96.757275,51.597556,0
-96.728436,51.600968,0
-96.735302,51.565128,0
-96.755902,51.525842,0
-96.788861,51.507041,0
-96.81358,51.483957,0
-96.841046,51.459149,0
-96.832806,51.436041,0
-96.856152,51.418059,0
-96.898195,51.40336,0
-96.908495,51.380652,0
-96.944201,51.344209,0
-96.918108,51.314176,0
-96.953127,51.275103,0
-97.002566,51.231268,0
-97.008059,51.208905,0
-96.976473,51.182657,0
-96.897509,51.205463,0
-96.865236,51.233848,0
-96.838457,51.26823,0
-96.797945,51.294,0
-96.7643,51.32705,0
-96.745073,51.358361,0
-96.723787,51.374223,0
-96.720354,51.358361,0
-96.744387,51.330482,0
-96.738894,51.321043,0
-96.705248,51.337775,0
-96.672289,51.333056,0
-96.607058,51.345496,0
-96.688769,51.26823,0
-96.669542,51.261356,0
-96.691515,51.245455,0
-96.714861,51.248034,0
-96.742327,51.233418,0
-96.76224,51.238147,0
-96.781847,51.218364,0
-96.806567,51.192552,0
-96.837466,51.1706,0
-96.842959,51.143469,0
-96.850512,51.128389,0
-96.847079,51.116322,0
-96.858752,51.10382,0
-96.862185,51.080963,0
-96.850512,51.062411,0
-96.81824,51.062843,0
-96.780474,51.069315,0
-96.768801,51.08312,0
-96.755068,51.094334,0
-96.746142,51.133991,0
-96.730349,51.142608,0
-96.723483,51.165003,0
-96.70769,51.190401,0
-96.679537,51.184375,0
-96.623232,51.193413,0
-96.619112,51.17921,0
-96.651385,51.145623,0
-96.665118,51.132698,0
-96.658938,51.113736,0
-96.675417,51.080101,0
-96.70151,51.044283,0
-96.728289,51.026148,0
-96.753008,51.005413,0
-96.788714,50.995474,0
-96.818926,51.007573,0
-96.847079,51.008869,0
