x,y
-96.61541,51.262815
-96.563224,51.267971
-96.528892,51.284293
-96.478767,51.310483
-96.50074,51.327649
-96.536445,51.316921
-96.554298,51.315204
-96.583824,51.296317
-96.576957,51.286011
-96.608543,51.266682
