Lon,Lat,Depth
-96.838303,50.351485,0
-96.838989,50.35039,0
-96.839676,50.349075,0
-96.839848,50.348199,0
-96.839504,50.346884,0
-96.839333,50.346008,0
-96.838303,50.345187,0
-96.837273,50.344529,0
-96.836243,50.343927,0
-96.835127,50.34316,0
-96.833925,50.342448,0
-96.832981,50.341845,0
-96.831694,50.341188,0
-96.83075,50.340585,0
-96.829634,50.339928,0
-96.82869,50.339161,0
-96.827831,50.33823,0
-96.827145,50.337408,0
-96.826458,50.336531,0
-96.826029,50.33571,0
-96.825428,50.334778,0
-96.825085,50.333902,0
-96.824398,50.332916,0
-96.824226,50.331875,0
-96.824055,50.331217,0
-96.823883,50.330341,0
-96.823711,50.329573,0
-96.823711,50.328697,0
-96.823711,50.32793,0
-96.823626,50.326779,0
-96.823626,50.326012,0
-96.823626,50.32519,0
-96.823626,50.324039,0
-96.823797,50.323108,0
-96.824055,50.322286,0
-96.82457,50.321409,0
-96.824827,50.320751,0
-96.824999,50.319984,0
-96.825171,50.319271,0
-96.8256,50.318669,0
-96.8262,50.317847,0
-96.826887,50.317079,0
-96.82766,50.316038,0
-96.828346,50.315271,0
-96.829205,50.314503,0
-96.830235,50.313626,0
-96.831007,50.312859,0
-96.831779,50.312256,0
-96.832552,50.311489,0
-96.833067,50.310667,0
-96.833496,50.309899,0
-96.834011,50.309187,0
-96.83444,50.308419,0
-96.834955,50.307652,0
-96.835728,50.306829,0
-96.836586,50.305897,0
-96.837444,50.30502,0
-96.838303,50.304198,0
-96.838989,50.303431,0
-96.839933,50.302663,0
-96.840792,50.30206,0
-96.841736,50.301402,0
-96.842937,50.300744,0
-96.844568,50.300196,0
-96.846113,50.299703,0
-96.847486,50.299374,0
-96.849031,50.29899,0
-96.851006,50.298606,0
-96.852465,50.298222,0
-96.854353,50.297838,0
-96.856241,50.29729,0
-96.857615,50.296742,0
-96.858988,50.296084,0
-96.860361,50.295536,0
-96.861477,50.294932,0
-96.862507,50.294,0
-96.863194,50.293342,0
-96.863623,50.2923,0
-96.863794,50.291368,0
-96.863623,50.290546,0
-96.863108,50.289668,0
-96.862593,50.288955,0
-96.861734,50.288188,0
-96.860962,50.28742,0
-96.860275,50.286817,0
-96.859331,50.286159,0
-96.858387,50.285336,0
-96.857443,50.284842,0
-96.856327,50.28402,0
-96.855383,50.283581,0
-96.854525,50.282813,0
-96.853752,50.282155,0
-96.852894,50.281497,0
-96.851864,50.280784,0
-96.851091,50.280126,0
-96.850576,50.279248,0
-96.849976,50.278425,0
-96.849289,50.277657,0
-96.84886,50.27667,0
-96.848345,50.275847,0
-96.848259,50.275024,0
-96.847916,50.274037,0
-96.847658,50.273214,0
-96.847401,50.272172,0
-96.847143,50.271294,0
-96.846972,50.270197,0
-96.8468,50.269264,0
-96.846886,50.268222,0
-96.847057,50.267344,0
-96.847143,50.266357,0
-96.847315,50.265534,0
-96.847315,50.26482,0
-96.847315,50.263833,0
-96.847315,50.26279,0
-96.847143,50.261638,0
-96.846886,50.260595,0
-96.846457,50.259937,0
-96.846285,50.259059,0
-96.846113,50.258236,0
-96.845684,50.257632,0
-96.845512,50.256919,0
-96.845255,50.25626,0
-96.84474,50.255492,0
-96.844225,50.254614,0
-96.843796,50.253516,0
-96.843367,50.252638,0
-96.842852,50.251925,0
-96.842337,50.251102,0
-96.841822,50.250388,0
-96.841135,50.249785,0
-96.84062,50.249016,0
-96.840019,50.248248,0
-96.839418,50.247644,0
-96.838989,50.246766,0
-96.838474,50.245997,0
-96.838045,50.245394,0
-96.837358,50.24468,0
-96.836758,50.243966,0
-96.836071,50.243308,0
-96.83547,50.242539,0
-96.834698,50.241716,0
-96.834269,50.241112,0
-96.833839,50.240289,0
-96.833668,50.23941,0
-96.833668,50.238642,0
-96.833668,50.237709,0
-96.833754,50.236665,0
-96.833839,50.235567,0
-96.833839,50.234854,0
-96.833839,50.23392,0
-96.833839,50.233152,0
-96.833754,50.232218,0
-96.833496,50.23123,0
-96.833324,50.230736,0
-96.833239,50.229967,0
-96.832809,50.229144,0
-96.83238,50.22854,0
-96.832123,50.227716,0
-96.831951,50.226728,0
-96.831779,50.225739,0
-96.831865,50.224806,0
-96.831865,50.223817,0
-96.831865,50.223049,0
-96.832037,50.222005,0
-96.83238,50.220962,0
-96.832638,50.220138,0
-96.832981,50.219095,0
-96.833496,50.218381,0
-96.833925,50.217612,0
-96.834526,50.216623,0
-96.834784,50.215854,0
-96.834955,50.214921,0
-96.834869,50.214042,0
-96.834612,50.212998,0
-96.834269,50.211955,0
-96.834011,50.211076,0
-96.833754,50.210087,0
-96.83341,50.209373,0
-96.833067,50.208494,0
-96.832895,50.20756,0
-96.83238,50.206681,0
-96.832037,50.205967,0
-96.831865,50.205253,0
-96.831608,50.204484,0
-96.831436,50.20377,0
-96.831179,50.20311,0
-96.831264,50.202122,0
-96.831608,50.201298,0
-96.832037,50.200638,0
-96.832724,50.199814,0
-96.833668,50.1991,0
-96.834612,50.198331,0
-96.835728,50.197616,0
-96.836672,50.196957,0
-96.837788,50.196298,0
-96.839075,50.195583,0
-96.840277,50.194649,0
-96.841049,50.19366,0
-96.841908,50.192671,0
-96.842422,50.191902,0
-96.842852,50.191078,0
-96.843023,50.190198,0
-96.843023,50.189154,0
-96.842766,50.18833,0
-96.842594,50.187451,0
-96.842337,50.186516,0
-96.842337,50.185362,0
-96.842251,50.184428,0
-96.842422,50.183494,0
-96.842594,50.182614,0
-96.843023,50.18168,0
-96.84371,50.180911,0
-96.84474,50.180251,0
-96.845598,50.179701,0
-96.846714,50.179042,0
-96.848087,50.178602,0
-96.849375,50.177888,0
-96.850576,50.177228,0
-96.851692,50.176678,0
-96.852894,50.176074,0
-96.854267,50.175469,0
-96.855211,50.174864,0
-96.856155,50.17415,0
-96.85667,50.17327,0
-96.857357,50.172555,0
-96.85813,50.171676,0
-96.858902,50.170741,0
-96.859245,50.169862,0
-96.859589,50.168817,0
-96.859674,50.167773,0
-96.859674,50.166728,0
-96.859503,50.165628,0
-96.859159,50.164914,0
-96.85873,50.164089,0
-96.858044,50.163374,0
-96.857271,50.162549,0
