Lon,Lat,Depth
-97.127059,49.885759,0
-97.127337,49.885773,0
-97.127595,49.885773,0
-97.127874,49.885759,0
-97.128153,49.885745,0
-97.128389,49.885745,0
-97.128603,49.885759,0
-97.128882,49.885759,0
-97.128282,49.885835,0
-97.128861,49.885808,0
-97.129301,49.885794,0
-97.129784,49.885787,0
-97.130331,49.885766,0
-97.130803,49.885766,0
-97.131361,49.885773,0
-97.132004,49.885787,0
-97.132509,49.885739,0
-97.13311,49.885669,0
-97.133571,49.885573,0
-97.134032,49.88549,0
-97.134429,49.885434,0
-97.134944,49.885324,0
-97.135245,49.885241,0
-97.135609,49.885151,0
-97.135963,49.885047,0
-97.136339,49.884909,0
-97.136661,49.884785,0
-97.136961,49.884674,0
-97.137315,49.884522,0
-97.137594,49.884432,0
-97.138056,49.884245,0
-97.138399,49.884066,0
-97.138796,49.883886,0
-97.139225,49.883706,0
-97.139622,49.883485,0
-97.139858,49.883347,0
-97.140137,49.883236,0
-97.140577,49.883125,0
-97.14092,49.88298,0
-97.141274,49.88278,0
-97.14165,49.882662,0
-97.142004,49.882565,0
-97.142422,49.882427,0
-97.14298,49.882303,0
-97.143495,49.88222,0
-97.143881,49.882137,0
-97.144697,49.882019,0
-97.145104,49.882005,0
-97.145877,49.881929,0
-97.146392,49.881902,0
-97.147003,49.881846,0
-97.147583,49.881798,0
-97.148366,49.88175,0
-97.14916,49.881743,0
-97.149965,49.881757,0
-97.150673,49.881694,0
-97.151295,49.881667,0
-97.152185,49.881542,0
-97.152754,49.881418,0
-97.153312,49.881273,0
-97.153698,49.881128,0
-97.15416,49.880975,0
-97.154438,49.880775,0
-97.154728,49.880547,0
-97.154889,49.880277,0
-97.154996,49.880014,0
-97.154986,49.879766,0
-97.154932,49.879496,0
-97.154803,49.879143,0
-97.154664,49.878915,0
-97.154471,49.878708,0
-97.15416,49.878424,0
-97.153999,49.87821,0
-97.153709,49.877982,0
-97.153559,49.877871,0
-97.153323,49.877602,0
-97.153172,49.877339,0
-97.153076,49.877111,0
-97.152936,49.87682,0
-97.152818,49.876571,0
-97.152711,49.876343,0
-97.152647,49.876115,0
-97.152518,49.875818,0
-97.152454,49.875486,0
-97.152443,49.875189,0
-97.152486,49.87485,0
-97.152668,49.874601,0
-97.152969,49.874338,0
-97.153333,49.874144,0
-97.153784,49.873992,0
-97.154363,49.873875,0
-97.154943,49.873806,0
-97.155501,49.873785,0
-97.156091,49.873813,0
-97.156584,49.873896,0
-97.157013,49.874034,0
-97.157485,49.874172,0
-97.157904,49.874428,0
-97.158237,49.874684,0
-97.158612,49.875043,0
-97.158902,49.875375,0
-97.159202,49.875707,0
-97.159438,49.876046,0
-97.159728,49.876302,0
-97.159921,49.876558,0
-97.160146,49.876862,0
-97.160414,49.877235,0
-97.160704,49.877574,0
-97.161047,49.877857,0
-97.161552,49.878127,0
-97.162056,49.8783,0
-97.162582,49.878473,0
-97.16314,49.878535,0
-97.163783,49.878583,0
-97.164309,49.878528,0
-97.164856,49.878404,0
-97.16536,49.878238,0
-97.165833,49.878072,0
-97.166283,49.87794,0
-97.166648,49.877795,0
-97.167099,49.877615,0
-97.167528,49.877429,0
-97.167839,49.877311,0
-97.168171,49.877173,0
-97.16845,49.877062,0
-97.168965,49.876889,0
