Lon,Lat,Depth
-96.82075,50.32097,0
-96.820235,50.32108,0
-96.819892,50.321148,0
-96.819656,50.321251,0
-96.819474,50.321395,0
-96.819355,50.321573,0
-96.819216,50.321724,0
-96.819066,50.321861,0
-96.818948,50.322005,0
-96.818819,50.322135,0
-96.818615,50.322292,0
-96.818465,50.322381,0
-96.818283,50.32245,0
-96.818154,50.32246,0
-96.817891,50.322467,0
-96.817601,50.322471,0
-96.817296,50.322546,0
-96.816845,50.322655,0
-96.816459,50.322724,0
-96.815987,50.322847,0
-96.815729,50.322984,0
-96.815515,50.323149,0
-96.815321,50.323272,0
-96.815085,50.323423,0
-96.815021,50.323614,0
-96.815128,50.323861,0
-96.8153,50.324067,0
-96.815386,50.324245,0
-96.815536,50.324436,0
-96.815665,50.324628,0
-96.815815,50.324847,0
-96.815944,50.325053,0
-96.816051,50.325258,0
-96.816137,50.325478,0
-96.816137,50.325669,0
-96.816137,50.32593,0
-96.816072,50.326094,0
-96.815922,50.3263,0
-96.815643,50.326395,0
-96.815407,50.326491,0
-96.815128,50.326532,0
-96.814914,50.326587,0
-96.814721,50.326642,0
-96.814506,50.326704,0
-96.814302,50.326745,0
-96.814098,50.32682,0
-96.813862,50.326895,0
-96.813658,50.326991,0
-96.813498,50.32706,0
-96.813304,50.327128,0
-96.813122,50.32719,0
-96.812961,50.327258,0
-96.812822,50.327341,0
-96.812671,50.32743,0
-96.812543,50.327519,0
-96.812425,50.327587,0
-96.812274,50.327669,0
-96.812146,50.327765,0
-96.812017,50.327868,0
-96.811899,50.327964,0
-96.811759,50.328046,0
-96.811652,50.328128,0
-96.811523,50.32821,0
-96.811395,50.328306,0
-96.811255,50.328389,0
-96.811105,50.328478,0
-96.810933,50.32856,0
-96.810762,50.328621,0
-96.810633,50.328683,0
-96.810461,50.328779,0
-96.810333,50.328813,0
-96.810225,50.328854,0
-96.810075,50.328889,0
-96.809925,50.32893,0
-96.809764,50.328984,0
-96.809571,50.329019,0
-96.809378,50.329019,0
-96.809227,50.329019,0
-96.809034,50.328971,0
-96.808938,50.328909,0
-96.808863,50.32882,0
-96.80882,50.328724,0
-96.808766,50.328608,0
-96.808766,50.328505,0
-96.808766,50.328382,0
-96.808798,50.328272,0
-96.80883,50.328135,0
-96.808927,50.327978,0
-96.809013,50.327868,0
-96.809088,50.327752,0
-96.809152,50.327621,0
-96.809195,50.327498,0
-96.809217,50.327395,0
-96.809249,50.327245,0
-96.809227,50.327108,0
-96.809217,50.326957,0
-96.809195,50.326854,0
-96.809185,50.326745,0
-96.809131,50.326621,0
-96.809088,50.326526,0
-96.809034,50.326409,0
-96.80897,50.326293,0
-96.808906,50.32619,0
-96.80883,50.326101,0
-96.808702,50.325991,0
-96.808562,50.325909,0
-96.808423,50.325827,0
-96.808305,50.325772,0
-96.808165,50.32569,0
-96.808026,50.325615,0
-96.807886,50.325539,0
-96.807725,50.325484,0
-96.807554,50.325443,0
-96.807382,50.325423,0
-96.807189,50.325395,0
-96.806942,50.325402,0
-96.806738,50.325436,0
-96.806545,50.325491,0
-96.806363,50.325567,0
-96.806223,50.325663,0
-96.806041,50.325758,0
-96.805891,50.325847,0
-96.80573,50.32595,0
-96.805569,50.326073,0
-96.805365,50.326183,0
-96.804979,50.326286,0
-96.80455,50.326409,0
-96.804056,50.326574,0
-96.803691,50.326806,0
-96.803455,50.327053,0
-96.803262,50.327313,0
-96.803091,50.327642,0
-96.80294,50.328012,0
-96.80279,50.328341,0
-96.802704,50.328669,0
-96.802576,50.328971,0
-96.802447,50.329299,0
-96.802275,50.329683,0
-96.802104,50.330149,0
-96.801975,50.330491,0
-96.801825,50.330793,0
-96.80161,50.331025,0
-96.801374,50.331231,0
-96.801095,50.33145,0
-96.800859,50.33171,0
-96.80058,50.331929,0
-96.800365,50.332121,0
-96.800108,50.33234,0
-96.799808,50.33256,0
-96.799572,50.332792,0
-96.799271,50.333135,0
-96.799035,50.333354,0
-96.79882,50.333614,0
-96.798606,50.333874,0
-96.798348,50.334231,0
